file_id,file_location,file_name,file_size,img_lat,img_lon,img_width,img_len,img_date_time,img_exif_ver,img_make,img_model,img_rotate,img_tags,img_status,rvw_lvl,notes
1000,/2022-04-20,PXL_20220420_175207749.jpg,3766611,55.676281,12.588425,4032,3024,2022:04:20 19:52:07,0231,Google,Pixel 5a,1, ,dup,2,
1001,/2022-04-20,PXL_20220420_175212829.jpg,3246830,55.676281,12.588425,3024,4032,2022:04:20 19:52:12,0231,Google,Pixel 5a,1, ,dup,2,
1002,/2022-04-20,PXL_20220420_175219051.jpg,2854335,55.676281,12.588425,3024,4032,2022:04:20 19:52:19,0231,Google,Pixel 5a,1, ,dup,2,
1003,/2022-04-20,PXL_20220420_175233958.jpg,1762413,55.676281,12.588425,3264,2448,2022:04:20 19:52:33,0231,Google,Pixel 5a,1, ,dup,2,
1004,/2022-04-20,PXL_20220420_175235074.jpg,1743953,55.676281,12.588425,3264,2448,2022:04:20 19:52:35,0231,Google,Pixel 5a,1, ,dup,2,
1005,/2022-04-20,PXL_20220420_175236012.jpg,1730745,55.676281,12.588425,3264,2448,2022:04:20 19:52:36,0231,Google,Pixel 5a,1, ,best,5,
1006,/2022-04-20,PXL_20220420_175237432.jpg,1811987,55.676281,12.588425,3264,2448,2022:04:20 19:52:37,0231,Google,Pixel 5a,1, ,dup,2,
1007,/2022-04-20,PXL_20220420_175240961.jpg,1811199,55.676281,12.588425,3264,2448,2022:04:20 19:52:40,0231,Google,Pixel 5a,1, ,dup,2,
1008,/2022-04-21,PXL_20220421_081044598.jpg,2283281,55.680839,12.572942,3024,4032,2022:04:21 10:10:44,0231,Google,Pixel 5a,1, ,ok,3,
1009,/2022-04-21,PXL_20220421_081924160.jpg,1887232,55.679653,12.572044,3024,4032,2022:04:21 10:19:24,0231,Google,Pixel 5a,1, ,good,4,
1010,/2022-04-21,PXL_20220421_081928312.jpg,2149602,55.679653,12.572044,4032,3024,2022:04:21 10:19:28,0231,Google,Pixel 5a,1, ,best,5,
1011,/2022-04-21,PXL_20220421_082011958.jpg,3074008,55.679331,12.572483,3024,4032,2022:04:21 10:20:11,0231,Google,Pixel 5a,1, ,good,4,
1012,/2022-04-21,PXL_20220421_082014114.jpg,2924186,55.679331,12.572483,3024,4032,2022:04:21 10:20:14,0231,Google,Pixel 5a,1, ,dup,2,
1013,/2022-04-21,PXL_20220421_082017961.jpg,2957838,55.679331,12.572483,4032,3024,2022:04:21 10:20:17,0231,Google,Pixel 5a,1, ,dup,2,
1014,/2022-04-21,PXL_20220421_082134352.jpg,2839943,55.679383,12.57275,3024,4032,2022:04:21 10:21:34,0231,Google,Pixel 5a,1, ,dup,2,
1015,/2022-04-21,PXL_20220421_082139954.jpg,2949281,55.679383,12.57275,4032,3024,2022:04:21 10:21:39,0231,Google,Pixel 5a,1, ,dup,2,
1016,/2022-04-21,PXL_20220421_082220224.jpg,2935139,55.679464,12.572872,3024,4032,2022:04:21 10:22:20,0231,Google,Pixel 5a,1, ,dup,2,
1017,/2022-04-21,PXL_20220421_082339106.jpg,3028177,55.679464,12.572872,3024,4032,2022:04:21 10:23:39,0231,Google,Pixel 5a,1, ,dup,2,
1018,/2022-04-21,PXL_20220421_082341376.jpg,3108265,55.679464,12.572872,3024,4032,2022:04:21 10:23:41,0231,Google,Pixel 5a,1, ,dup,2,
1019,/2022-04-21,PXL_20220421_082415967.jpg,2750463,55.679683,12.572444,3024,4032,2022:04:21 10:24:15,0231,Google,Pixel 5a,1, ,good,4,
1020,/2022-04-21,PXL_20220421_082425374.jpg,2768067,55.679683,12.572444,4032,3024,2022:04:21 10:24:25,0231,Google,Pixel 5a,1, ,dup,2,
1021,/2022-04-21,PXL_20220421_082430100.jpg,2732472,55.679683,12.572444,3024,4032,2022:04:21 10:24:30,0231,Google,Pixel 5a,1, ,dup,2,
1022,/2022-04-21,PXL_20220421_082456919.jpg,2721491,55.678769,12.573392,3024,4032,2022:04:21 10:24:56,0231,Google,Pixel 5a,1, ,ok,3,
1023,/2022-04-21,PXL_20220421_083128054.jpg,4122355,55.677614,12.572972,3024,4032,2022:04:21 10:31:28,0231,Google,Pixel 5a,1, ,ok,3,
1024,/2022-04-21,PXL_20220421_083132311.jpg,4438130,55.677614,12.572972,4032,3024,2022:04:21 10:31:32,0231,Google,Pixel 5a,1, ,ok,3,
1025,/2022-04-21,PXL_20220421_084139964.jpg,3590197,55.676175,12.574853,3024,4032,2022:04:21 10:41:39,0231,Google,Pixel 5a,1, ,ok,3,
1026,/2022-04-21,PXL_20220421_084145046.jpg,3577019,55.676175,12.574853,4032,3024,2022:04:21 10:41:45,0231,Google,Pixel 5a,1, ,ok,3,
1027,/2022-04-21,PXL_20220421_084634394.jpg,3810055,55.676361,12.575411,3024,4032,2022:04:21 10:46:34,0231,Google,Pixel 5a,1, ,ok,3,
1028,/2022-04-21,PXL_20220421_084638674.jpg,2699457,55.676361,12.575411,3024,4032,2022:04:21 10:46:38,0231,Google,Pixel 5a,1, ,ok,3,
1029,/2022-04-21,PXL_20220421_084703296.jpg,2407404,55.676506,12.575731,3024,4032,2022:04:21 10:47:03,0231,Google,Pixel 5a,1, ,bad,1,
1030,/2022-04-21,PXL_20220421_084708735.jpg,3283542,55.676506,12.575731,3024,4032,2022:04:21 10:47:08,0231,Google,Pixel 5a,1, ,dup,2,
1031,/2022-04-21,PXL_20220421_085114993.jpg,3332701,55.676017,12.575747,3024,4032,2022:04:21 10:51:14,0231,Google,Pixel 5a,1, ,dup,2,
1032,/2022-04-21,PXL_20220421_085123423.jpg,3559315,55.676017,12.575747,3024,4032,2022:04:21 10:51:23,0231,Google,Pixel 5a,1, ,dup,2,
1033,/2022-04-21,PXL_20220421_085130978.jpg,3775528,55.676017,12.575747,3024,4032,2022:04:21 10:51:30,0231,Google,Pixel 5a,1, ,best,5,
1034,/2022-04-21,PXL_20220421_085301753.jpg,3144678,55.675847,12.575558,3024,4032,2022:04:21 10:53:01,0231,Google,Pixel 5a,1, ,dup,2,
1035,/2022-04-21,PXL_20220421_085305621.jpg,3706724,55.675847,12.575558,4032,3024,2022:04:21 10:53:05,0231,Google,Pixel 5a,1, ,dup,2,
1036,/2022-04-21,PXL_20220421_085347135.jpg,3365337,55.675847,12.575625,3024,4032,2022:04:21 10:53:47,0231,Google,Pixel 5a,1, ,dup,2,
