file_id,file_location,file_name,file_size,img_lat,img_lon,img_width,img_len,img_date_time,img_exif_ver,img_make,img_model,img_rotate,img_tags,img_status,rvw_lvl,notes,musiq_score,dup_photo,dup_target,cosine_sim
1093,/2026-01-03,PXL_20260102_223624769.jpg,4773427,-36.846125,174.826103,4080,3072,2026:01:03 11:36:24,0232,Google,Pixel 8 Pro,1, ,good,4,,5.109,,T,-1
1094,/2026-01-03,PXL_20260102_223627894.jpg,4461388,-36.846125,174.826103,3072,4080,2026:01:03 11:36:27,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.898,2026-01-03/PXL_20260102_223624769.jpg,F,0.927421
1095,/2026-01-03,PXL_20260102_225543030.jpg,2835099,-36.843869,174.864069,4080,3072,2026:01:03 11:55:43,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.928,2026-01-03/PXL_20260102_225625988.jpg,F,0.858205
1096,/2026-01-03,PXL_20260102_225625988.jpg,2777257,-36.8439,174.863947,4080,3072,2026:01:03 11:56:25,0232,Google,Pixel 8 Pro,1, ,ok,3,,5.040,,T,-1
1097,/2026-01-03,PXL_20260102_234423909.jpg,2790594,-36.854506,174.764483,4080,3072,2026:01:03 12:44:23,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.598,,F,-1
1098,/2026-01-03,PXL_20260103_063959740.jpg,3110624,-36.853464,174.763467,3072,4080,2026:01:03 19:39:59,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.178,2026-01-03/PXL_20260103_064002297.jpg,F,0.943284
1099,/2026-01-03,PXL_20260103_064002297.jpg,3647006,-36.853464,174.763467,4080,3072,2026:01:03 19:40:02,0232,Google,Pixel 8 Pro,1, ,ok,3,,4.388,,T,-1
1100,/2026-01-03,PXL_20260103_065405613.jpg,2441309,-36.850858,174.764225,3072,4080,2026:01:03 19:54:05,0232,Google,Pixel 8 Pro,1, ,bad,1,,3.971,,F,-1
1101,/2026-01-03,PXL_20260103_065411654.jpg,2740139,-36.850625,174.764156,4080,3072,2026:01:03 19:54:11,0232,Google,Pixel 8 Pro,1, ,bad,1,,3.941,,F,-1
1102,/2026-01-03,PXL_20260103_065445384.jpg,2622818,-36.850633,174.764156,3072,4080,2026:01:03 19:54:45,0232,Google,Pixel 8 Pro,1, ,bad,1,,3.960,,F,-1
1103,/2026-01-03,PXL_20260103_065504729.jpg,3050562,-36.850633,174.764156,4080,3072,2026:01:03 19:55:04,0232,Google,Pixel 8 Pro,1, ,dup,2,,4.205,2026-01-03/PXL_20260103_070855359.jpg,F,0.925498
